dest_npa_data_fv_stats_view__dti,dest_npa_data_fv_stats_view__term,dest_npa_data_fv_stats_view__grade,dest_npa_data_fv_stats_view__purpose,dest_npa_data_fv_stats_view__int_rate,dest_npa_data_fv_stats_view__zip_code,dest_npa_data_fv_stats_view__loan_amnt,dest_npa_data_fv_stats_view__sub_grade,dest_npa_data_fv_stats_view__total_acc,dest_npa_data_fv_stats_view__addr_state,dest_npa_data_fv_stats_view__annual_inc,dest_npa_data_fv_stats_view__recoveries,dest_npa_data_fv_stats_view__revol_util,dest_npa_data_fv_stats_view__tot_cur_bal,dest_npa_data_fv_stats_view__tot_coll_amt,dest_npa_data_fv_stats_view__last_week_pay,dest_npa_data_fv_stats_view__total_rec_int,dest_npa_data_fv_stats_view__batch_enrolled,dest_npa_data_fv_stats_view__home_ownership,dest_npa_data_fv_stats_view__total_rev_hi_lim,dest_npa_data_fv_stats_view__initial_list_status
20.92,36 months,A,debt_consolidation,7.26,019xx,10000,A4,11,MA,30000.0,0.0,14.2,13197.0,0.0,9th week,115.46, ,RENT,38300.0,w
35.77,36 months,D,debt_consolidation,17.57,481xx,12000,D4,37,MI,52000.0,0.0,35.6,176664.0,0.0,26th week,985.26, ,MORTGAGE,58200.0,f
13.63,36 months,A,credit_card,6.92,560xx,18000,A4,24,MN,65000.0,0.0,65.8,24501.0,0.0,44th week,825.39, ,RENT,31800.0,w
27.1,36 months,B,home_improvement,13.11,546xx,12000,B4,39,WI,55000.0,0.0,70.2,124873.0,0.0,139th week,2541.45,BAT1467036,MORTGAGE,23000.0,f
10.98,60 months,D,debt_consolidation,15.61,198xx,13700,D1,12,DE,30500.0,0.0,49.3,138400.0,0.0,61th week,2265.12,BAT2333412,MORTGAGE,31700.0,w
22.43,60 months,D,debt_consolidation,15.99,890xx,35000,D2,20,NV,77000.0,0.0,52.5,96592.0,0.0,52th week,5211.71,BAT4694572,MORTGAGE,60700.0,w
32.88,36 months,C,debt_consolidation,16.29,891xx,8000,C4,25,NV,36100.0,0.0,91.0,70241.0,0.0,156th week,2166.44, ,RENT,8000.0,f
22.02,36 months,E,wedding,21.97,207xx,25600,E5,15,MD,88000.0,0.0,87.9,139554.110791886,213.562221669413,135th week,5936.56, ,RENT,32080.5729185358,f
21.02,60 months,D,debt_consolidation,19.05,592xx,24000,D4,25,MT,102000.0,0.0,56.7,139554.110791886,213.562221669413,48th week,3953.32,BAT1135695,MORTGAGE,32080.5729185358,f
10.96,36 months,A,credit_card,7.89,951xx,16000,A5,29,CA,180000.0,0.0,59.0,159741.0,0.0,39th week,844.75,BAT1104812,OWN,59800.0,w
26.17,60 months,D,debt_consolidation,16.55,606xx,31000,D2,35,IL,115000.0,0.0,62.8,287399.0,557.0,9th week,793.45,BAT1586599,MORTGAGE,82100.0,w
15.02,36 months,A,debt_consolidation,5.32,701xx,10000,A1,20,LA,70000.0,0.0,35.5,36936.0,0.0,26th week,245.86, ,OWN,47500.0,w
9.71,36 months,C,home_improvement,12.99,379xx,10000,C2,21,TN,68000.0,0.0,52.8,70683.0,0.0,48th week,1042.88,BAT4694572,MORTGAGE,8500.0,w
0.6,36 months,A,home_improvement,6.03,310xx,3000,A1,21,GA,50000.0,0.0,10.0,139554.110791886,213.562221669413,156th week,286.76, ,MORTGAGE,32080.5729185358,f
24.15,36 months,B,credit_card,9.99,338xx,7200,B1,20,FL,32000.0,0.0,38.0,24181.0,0.0,43th week,532.7,BAT1930365,RENT,22200.0,f
12.42,36 months,A,debt_consolidation,7.89,024xx,12000,A5,16,MA,31896.11,0.0,48.5,11386.0,0.0,44th week,694.45,BAT4136152,MORTGAGE,23500.0,w
23.36,36 months,A,credit_card,6.89,032xx,10500,A3,36,NH,45000.0,0.0,48.8,33983.0,0.0,4th week,56.27,BAT2803411,RENT,20500.0,w
19.77,60 months,C,credit_card,13.99,081xx,32000,C4,28,NJ,109000.0,0.0,62.6,65305.0,0.0,22th week,1796.66,BAT1780517,MORTGAGE,16400.0,w
5.6,60 months,C,debt_consolidation,14.48,917xx,10000,C5,14,CA,51000.0,0.0,52.4,9801.0,0.0,4th week,124.69,BAT2803411,OWN,18700.0,w
10.17,36 months,A,credit_card,6.92,604xx,6400,A4,44,IL,68000.0,0.0,36.8,366381.0,0.0,26th week,212.13,BAT4136152,MORTGAGE,42200.0,f
13.89,36 months,B,credit_card,10.99,152xx,3400,B2,16,PA,33000.0,0.0,29.3,16474.0,0.0,87th week,475.31,BAT5489674,RENT,15500.0,w
20.24,60 months,E,debt_consolidation,18.25,441xx,20000,E1,26,OH,190000.0,0.0,85.1,629559.0,197.0,39th week,2600.09, ,MORTGAGE,13300.0,f
11.76,36 months,B,credit_card,9.99,112xx,16000,B3,36,NY,100000.0,0.0,40.9,85788.0,0.0,44th week,1185.35,BAT4136152,RENT,33000.0,f
27.85,60 months,B,debt_consolidation,11.53,300xx,23000,B5,32,GA,85000.0,0.0,66.7,275719.0,0.0,31th week,1503.2,BAT3726927,MORTGAGE,77000.0,f
6.35,60 months,C,debt_consolidation,15.22,840xx,15000,C3,22,UT,140000.0,0.0,82.1,375571.0,0.0,122th week,4419.83,BAT5525466,MORTGAGE,18800.0,f
16.3,60 months,B,home_improvement,10.99,331xx,15600,B3,26,FL,115000.0,0.0,59.9,334384.0,0.0,78th week,2282.78, ,MORTGAGE,38100.0,w
10.21,60 months,B,house,12.35,436xx,18000,B4,24,OH,65000.0,0.0,63.3,235762.0,0.0,126th week,4256.19, ,RENT,22700.0,f
20.97,36 months,A,debt_consolidation,7.49,627xx,18000,A4,34,IL,65000.0,0.0,84.7,34563.0,0.0,52th week,1144.99,BAT4694572,RENT,19500.0,f
17.17,60 months,C,debt_consolidation,12.39,322xx,21000,C1,50,FL,95000.0,0.0,78.2,622516.0,0.0,57th week,2591.37,BAT4722912,MORTGAGE,28400.0,w
